fecha_snapshot,pedido,plan_slot,contenedor_id,fecha_primer_movimiento,plan_llegada_grupasa,bodega,hora_descarga,comentario_plan_grupasa,tipo_asignacion
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,1,BMOU6903401,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,2,BMOU6954733,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,3,CAAU5528160,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,4,CAIU4773232,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,5,CAIU7355473,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,6,CAIU8711732,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,7,CXDU2149308,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,8,DFSU7790298,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,9,DRYU9385816,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,10,FCIU7382456,2026-03-10,2026-03-13,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,11,FFAU1563001,2026-03-10,2026-03-13,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,12,FFAU2265378,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,13,FFAU3505513,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,14,GAOU7436086,2026-03-10,2026-03-13,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,15,MEDU9369775,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,16,MSBU7425720,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,17,MSCU5239951,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,18,MSCU5332133,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,19,MSDU5603687,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,20,MSDU6533223,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,21,MSDU6841015,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,22,MSDU6895114,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,23,MSDU7528160,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,24,MSDU8922250,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,25,MSMU4036651,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,26,MSMU4189310,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,27,MSMU4933572,2026-03-10,2026-03-15,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,28,MSMU6460247,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,29,MSMU7489836,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,30,MSMU8096751,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,31,MSMU8626110,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,32,MSNU5427490,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,33,MSNU5427660,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,34,MSNU5605801,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,35,MSNU7366943,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,36,MSNU7384150,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,37,MSNU9305741,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,38,MSNU9754737,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,39,SEKU6778960,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,40,TCLU4991781,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,41,TCLU7769905,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,42,TCNU9368236,2026-03-10,2026-03-17,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,43,TEMU7643323,2026-03-10,2026-03-18,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,44,TGBU5908254,2026-03-10,2026-03-18,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,45,TGBU9599507,2026-03-10,2026-03-18,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,46,TLLU7855030,2026-03-10,2026-03-18,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,47,TRHU7607931,2026-03-10,2026-03-18,CAMPO CHINO,,,persistida
2026-05-20,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,48,TXGU8922990,2026-03-10,2026-03-18,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,1,CAAU5658204,2026-03-20,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,2,CAAU7534352,2026-03-20,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,3,CAAU8149068,2026-03-20,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,4,CAIU7038062,2026-03-20,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,5,CXDU2042270,2026-03-20,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,6,MSBU8277150,2026-03-20,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,7,MSDU6396162,2026-03-20,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,8,MSDU8733370,2026-03-20,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,9,MSDU8762580,2026-03-20,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,10,MSMU4608464,2026-03-20,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,11,MSMU7710422,2026-03-20,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,12,MSMU7799488,2026-03-20,2026-04-09,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,13,MSMU8187661,2026-03-20,2026-04-09,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,14,MSNU5140746,2026-03-20,2026-04-09,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,15,MSNU7832785,2026-03-20,2026-04-09,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,16,MSNU9712686,2026-03-20,2026-04-10,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,17,TEMU7964030,2026-03-20,2026-04-10,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,18,TRHU6380226,2026-03-20,2026-04-10,CAMPO CHINO,,,persistida
2026-05-20,5700011108 P2 GG,19,UETU6591598,2026-03-20,2026-04-10,CAMPO CHINO,,,persistida
2026-05-20,5700011203 / 5700011204,1,SMLU3138557,2026-02-28,2026-02-03,BODEGA SIERRA,,,persistida
2026-05-20,5700011203 / 5700011204,2,SMLU7867243,2026-02-28,2026-02-03,BODEGA SIERRA,,,persistida
2026-05-20,5700011284 P1 P3 GE,1,FCIU7421948,2026-03-21,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,2,MSBU5255115,2026-03-21,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,3,MSDU8613729,2026-03-21,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,4,MSDU8765613,2026-03-21,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,5,MSMU5403896,2026-03-21,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,6,MSMU5483295,2026-03-21,2026-04-08,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,7,MSMU7695204,2026-03-21,2026-04-30,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,8,MSNU6083044,2026-03-21,2026-04-30,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,9,TCNU1420404,2026-03-21,2026-04-30,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,10,TGBU7989738,2026-03-21,2026-04-30,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,11,TLLU5120366,2026-03-21,2026-04-30,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,12,TRHU7222415,2026-03-21,2026-04-30,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P1 P3 GE,13,UETU7674146,2026-03-21,2026-04-30,CAMPO CHINO,,,persistida
2026-05-20,5700011284 P2 GE,1,MSBU7422525,2026-04-07,2026-04-13,,,,persistida
2026-05-20,5700011284 P2 GE,2,MSBU8160707,2026-04-07,2026-04-13,,,,persistida
2026-05-20,5700011284 P2 GE,3,MSBU8337921,2026-04-07,2026-04-14,,,,persistida
2026-05-20,5700011284 P2 GE,4,MSBU8797315,2026-04-07,2026-04-14,,,,persistida
2026-05-20,5700011284 P2 GE,5,MSMU4234214,2026-04-07,2026-04-14,,,,persistida
2026-05-20,5700011284 P2 GE,6,MSMU4306119,2026-04-07,2026-04-14,,,,persistida
2026-05-20,5700011284 P2 GE,7,MSMU5630544,2026-04-07,2026-04-14,,,,persistida
2026-05-20,5700011284 P2 GE,8,MSMU7289057,2026-04-07,2026-04-14,,,,persistida
2026-05-20,5700011284 P2 GE,9,MSNU5115260,2026-04-07,2026-04-14,,,,persistida
2026-05-20,5700011297 - 5700011298,1,SMLU3136960,2026-03-14,2026-03-16,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011297 - 5700011298,2,SMLU7915043,2026-03-14,2026-03-16,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011308 P1 ARCLAD GE,1,FANU3425751,2026-02-27,2026-02-27,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011308 P1 ARCLAD GE,2,HAMU3858615,2026-02-27,2026-03-03,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011308 P2 ARCLAD GE,1,FFAU4938565,2026-03-09,2026-03-11,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011308 P2 ARCLAD GE,2,TCLU3379977,2026-03-09,2026-03-11,PLANTA PRINCIPAL,,,persistida
2026-05-20,5700011351 AVERY,1,FYCU7127745,2026-04-07,2026-04-07,PLANTA PRINCIPAL,,,persistida
2026-05-20,8000198 P5 FSC GE,1,CAAU8210851,2026-02-24,2026-03-07,CAMPO CHINO,,,persistida
2026-05-20,8000198 P5 FSC GE,2,HAMU1495932,2026-02-24,2026-03-07,CAMPO CHINO,,,persistida
2026-05-20,8000198 P5 FSC GE,3,HAMU1730477,2026-02-24,2026-03-07,CAMPO CHINO,,,persistida
2026-05-20,8000198 P5 FSC GE,4,HAMU1837655,2026-02-24,2026-03-07,CAMPO CHINO,,,persistida
2026-05-20,8000198 P5 FSC GE,5,HAMU3016350,2026-02-24,2026-03-07,CAMPO CHINO,,,persistida
2026-05-20,8000198 P5 FSC GE,6,HLXU8164846,2026-02-24,2026-03-07,CAMPO CHINO,,,persistida
2026-05-20,8000198 P5 FSC GE,7,HLXU8605453,2026-02-24,2026-03-07,CAMPO CHINO,,,persistida
2026-05-20,8000198 P5 FSC GE,8,TRHU4531180,2026-02-24,2026-03-07,CAMPO CHINO,,,persistida
2026-05-20,8000198 P5 FSC GE,9,UETU6392791,2026-02-24,2026-03-07,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,1,CAAU9493102,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,2,FFAU5730257,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,3,FSCU8331025,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,4,MSBU5350088,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,5,MSBU6849385,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,6,MSBU6906274,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,7,MSBU6955089,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,8,MSDU6959353,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,9,MSDU8851882,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,10,MSMU4184129,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,11,MSMU4382253,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,12,MSMU5174969,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,13,MSMU5560513,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,14,MSMU6929102,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,15,MSNU5478646,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,16,MSNU9064201,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,17,SEKU6822127,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,18,TGBU6181196,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,19,TLLU8601220,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000214 P2 FSC GG,20,UETU7928662,2026-02-23,2026-03-06,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,1,BMOU5503951,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,2,CAAU7523717,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,3,DFSU6595086,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,4,DRYU9712729,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,5,FDCU0091063,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,6,HNSU5026296,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,7,MEDU4779458,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,8,MSBU5084265,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,9,MSBU7111293,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,10,MSBU7536997,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,11,MSBU7544539,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,12,MSCU5148698,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,13,MSDU5915197,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,14,MSDU8264550,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,15,MSDU8560547,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,16,MSMU6920002,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,17,MSMU8207330,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,18,MSNU6814771,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,19,TGBU7494301,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,20,TIIU5155519,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P1 FSC GG,21,UETU8092788,2026-02-21,2026-03-05,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,1,MEDU7217520,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,2,MEDU8863470,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,3,MSBU5547879,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,4,MSBU6526593,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,5,MSBU6871692,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,6,MSDU6217040,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,7,MSDU8923642,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,8,MSMU5139274,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,9,MSMU8274576,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,10,MSNU5203778,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,11,MSNU7058724,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,12,MSNU7300859,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,13,TGCU5111330,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,14,TGHU6094365,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,15,TGHU6164499,2026-03-13,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,16,BMOU5969180,2026-03-14,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,17,MEDU4505056,2026-03-14,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,18,MEDU4618237,2026-03-14,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,19,MSDU5714171,2026-03-14,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,20,MSDU8051200,2026-03-14,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000215 P2 FSC GE,21,MSNU9008846,2026-03-14,2026-03-20,CAMPO CHINO,,,persistida
2026-05-20,8000217 P1 FSC GE,1,MSCU7473038,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,2,MSDU9846561,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,3,OTPU6106562,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,4,SZLU9249764,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,5,SZLU9263994,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,6,SZLU9347251,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,7,SZLU9504643,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,8,SZLU9584818,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,9,TEMU9024312,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,10,TEMU9295042,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,11,TEMU9301546,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,12,TEMU9407796,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,13,TRIU8080242,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,14,TRIU8168781,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,15,TRIU8746072,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000217 P1 FSC GE,16,TTNU8069423,2026-04-01,2026-04-13,,,,persistida
2026-05-20,8000218 P1 FSC GE,1,CAAU7529206,2026-03-07,2026-03-10,CAMPO CHINO,,,persistida
2026-05-20,8000218 P1 FSC GE,2,CAIU4687052,2026-03-07,2026-03-10,CAMPO CHINO,,,persistida
2026-05-20,8000218 P1 FSC GE,3,FBLU0116328,2026-03-07,2026-03-10,CAMPO CHINO,,,persistida
2026-05-20,8000218 P1 FSC GE,4,FCIU9027867,2026-03-07,2026-03-10,CAMPO CHINO,,,persistida
2026-05-20,8000218 P1 FSC GE,5,FFAU5739655,2026-03-07,2026-03-10,CAMPO CHINO,,,persistida
2026-05-20,8000218 P1 FSC GE,6,MSBU6539841,2026-03-07,2026-03-10,CAMPO CHINO,,,persistida
2026-05-20,8000218 P1 FSC GE,7,MSDU7198407,2026-03-07,2026-03-10,CAMPO CHINO,,,persistida
