contenedor_key,contenedor_id,pedido,parcial,naviera,puerto,deposito_vacio
1118,TLLU7904618,8000198 P1-175 P13 FSC GE,,MSC,NAPORTEC,MEDLOG
1119,TLLU8601220,8000214 P2 FSC GG,RE-54128,MSC,RE-54128,MEDLOG
1120,TRHU4531180,8000198 P5 FSC GE,RE-03838,HALO,RE-03838,TERCON
1121,TRHU4758908,8000190 P2 FSC GE,,MAERKS,TPG,OPACIFIC
1122,TRHU5032870,8000149 P14 - 8000175 P15 FSC 8000198 P3 FSC GE,,MSC,TPG,MEDLOG
1123,TRHU5033726,5700011051  P1 GG,,MSC,CGSA,MEDLOG
1124,TRHU5087281,8000211 P2 FSC GE,,MAERKS,TPG,OPACIFIC
1125,TRHU5601425,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
1126,TRHU6012501,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
1127,TRHU6029248,8000198 P1-175 P13 FSC GE,,MSC,NAPORTEC,MEDLOG
1128,TRHU6110160,8000149 P6 - 175 P12 FSC GG,,MSC,CGSA,MEDLOG
1129,TRHU6213980,8000211 P2 FSC GE,,MAERKS,TPG,OPACIFIC
1130,TRHU6325023,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
1131,TRHU6380226,5700011108 P2 GG,RE-07749,MSC,RE-07749,MEDLOG
1132,TRHU6808905,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
1133,TRHU6834740,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
1134,TRHU7207909,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
1135,TRHU7222415,5700011284 P1 P3 GE,RE-06848,MSC,RE-06848,MEDLOG
1136,TRHU7432216,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
1137,TRHU7455844,5700011067 P1  FSC GE,,MSC,TPG,MEDLOG
1138,TRHU7455947,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
1139,TRHU7458308,8000175 P4 FSC GE,,MSC,CGSA,MEDLOG
1140,TRHU7477951,5700010798 P3 CARTULINA GE,,MSC,TPG,MEDLOG
1141,TRHU7607931,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
1142,TRHU7619763,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
1143,TRHU7765979,8000236 P4 FSC GE,RE-04220,MSC,RE-04220,MEDLOG
1144,TRHU7852754,8000149 P15 - 8000175 P16 - 8000212 P1 - 5700011051 P6 FSC GE,,MSC,TPG,MEDLOG
1145,TRHU7874394,8000149 P15 - 8000175 P16 - 8000212 P1 - 5700011051 P6 FSC GE,,MSC,TPG,MEDLOG
1146,TRHU8293456,8000196 P1 FSC GE,,MSC,CGSA,MEDLOG
1147,TRHU8330585,5700010798 P3 CARTULINA GE,,MSC,TPG,MEDLOG
1148,TRHU8403953,8000198 P1-175 P13 FSC GE,,MSC,NAPORTEC,MEDLOG
1149,TRHU8422233,8000228 P1 FSC GE,,MAERKS,TPG,OPACIFIC
1150,TRHU8581106,8000159 P9 -8000175 P3 FSC GE,,MSC,CGSA,MEDLOG
1151,TRHU8641843,8000229 P1 FSC GE,RE-06198,MSC,RE-06198,MEDLOG
1152,TRHU8731150,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
1153,TRIU8080242,8000217 P1 FSC GE,RE-08356,MSC,RE-08356,MEDLOG
1154,TRIU8093450,SPLIT 0008000189 P4 FSC GE,,CMA CGM,TPG,DEPCONSA
1155,TRIU8168781,8000217 P1 FSC GE,RE-08356,MSC,RE-08356,MEDLOG
1156,TRIU8746072,8000217 P1 FSC GE,RE-08356,MSC,RE-08356,MEDLOG
1157,TRIU8767814,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
1158,TTNU8069423,8000217 P1 FSC GE,RE-08356,MSC,RE-08356,MEDLOG
1159,TTNU8097003,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
1160,TTNU8103976,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
1161,TTNU8187180,SPLIT 0008000189 P2 FSC GE,,CMA CGM,TPG,DEPCONSA
1162,TTNU8467432,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
1163,TTNU8601789,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
1164,TTNU8659142,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
1165,TTNU8688963,SPLIT 0008000189 P4 FSC GE,,CMA CGM,TPG,DEPCONSA
1166,TTNU8923785,8000221 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
1167,TTNU8950918,SPLIT 8000189 P1 FSC GE,,CMA CGM,TPG,DEPCONSA
1168,TTNU8958800,8000239 P1 FSC GE,RE-04663,CMA CGM,RE-04663,BLASTI
1169,TXGU4210528,8000213 P3 FSC GE,,MSC,TPG,MEDLOG
1170,TXGU5380473,5700010588  P4,,MSC,CGSA,MEDLOG
1171,TXGU5381839,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
1172,TXGU5387159,8000198 P1-175 P13 FSC GE,,MSC,NAPORTEC,MEDLOG
1173,TXGU5390785,8000171  P1  FSC GE,,MSC,CGSA,MEDLOG
1174,TXGU5433254,5700011107 P4 GG,,MSC,TPG,MEDLOG
1175,TXGU5449749,8000229 P1 FSC GE,RE-06198,MSC,RE-06198,MEDLOG
1176,TXGU5461277,8000175 P4 FSC GE,,MSC,CGSA,MEDLOG
1177,TXGU6689981,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
1178,TXGU6702039,5700011051  P1 GG,,MSC,CGSA,MEDLOG
1179,TXGU6712280,5700011067 P4 - 5700011107 P3 GE,,MSC,TPG,MEDLOG
1180,TXGU6784593,8000236 P4 FSC GE,RE-04220,MSC,RE-04220,MEDLOG
1181,TXGU6793872,8000171  P1  FSC GE,,MSC,CGSA,MEDLOG
1182,TXGU6900034,8000271 P1 FSC GE,RE-05719,HALO,RE-05719,TPG
1183,TXGU7261745,8000236 P4 FSC GE,RE-04220,MSC,RE-04220,MEDLOG
1184,TXGU7351670,8000272 P1 FSC GE,RE-08531,HALO,TPG,TERCON
1185,TXGU7900975,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
1186,TXGU7997910,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
1187,TXGU8280740,8000187  P1 FSC GG,,MSC,CGSA,MEDLOG
1188,TXGU8573347,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
1189,TXGU8644219,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
1190,TXGU8901030,8000236 P1 FSC GE,RE-03395,MSC,RE-03395,MEDLOG
1191,TXGU8922990,5700011067 P5 - 8000203 P2 - 212 P5 - 8000242 P4 F,RE-05174,MSC,RE-05174,MEDLOG
1192,UACU5918193,6002440 P1,,HALO,TPG,BLASTI
1193,UETU6030658,8000171  P1  FSC GE,,MSC,CGSA,MEDLOG
1194,UETU6075077,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
1195,UETU6136275,8000236 P4 FSC GE,RE-04220,MSC,RE-04220,MEDLOG
1196,UETU6181905,8000236 P3 FSC GG,RE-03886,CMACGM,CGSA,BLASTI
1197,UETU6255485,5700011051 P10 P11 - 8000212 P4 - 213 P4 P6 - 242,,MSC,TPG,MEDLOG
1198,UETU6315809,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
1199,UETU6320087,8000149 P6 - 175 P12 FSC GG,,MSC,CGSA,MEDLOG
1200,UETU6392791,8000198 P5 FSC GE,RE-03838,HALO,RE-03838,TERCON
1201,UETU6478853,8000272 P1 FSC GE,RE-08531,HALO,TPG,TERCON
1202,UETU6551152,8000233 P3 FSC GG,,MAERKS,TPG,OPACIFIC
1203,UETU6562959,8000212 P3 - 8000213 P2 FSC GG,,MSC,TPG,MEDLOG
1204,UETU6591598,5700011108 P2 GG,RE-07749,MSC,RE-07749,MEDLOG
1205,UETU6628819,5700011108 P1 - 11051 P9 - 8000171 P4 FSC GE,,MSC,TPG,MEDLOG
1206,UETU6711775,8000229 P1 FSC GE,RE-06198,MSC,RE-06198,MEDLOG
1207,UETU6723098,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
1208,UETU6854544,URG SPLIT 8000220 P2 FSC GE,RE-07265,HALO,RE-07265,TERCON
1209,UETU6872316,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
1210,UETU6990319,8000204 P1 FSC GG,,MSC,NAPORTEC,MEDLOG
1211,UETU7077222,8000149 P10 - 5700011051 P3 FSC GE,,MSC,NAPORTEC,MEDLOG
1212,UETU7330006,8000236 P2 FSC GG,RE03844,CMACGM,CGSA,BLASTI
1213,UETU7401054,8000251 P1 - 8000252 P1 FSC GE,RE-07932,MSC,TPG,MEDLOG
1214,UETU7401239,8000229 P1 FSC GE,RE-06198,MSC,RE-06198,MEDLOG
1215,UETU7492007,8000198 P1-175 P13 FSC GE,,MSC,NAPORTEC,MEDLOG
1216,UETU7612653,5700011067 P1  FSC GE,,MSC,TPG,MEDLOG
1217,UETU7674146,5700011284 P1 P3 GE,RE-06848,MSC,RE-06848,MEDLOG
1218,UETU7678199,5700011107 P4 GG,,MSC,TPG,MEDLOG
1219,UETU7709469,8000171 P3 - 213 P5 - 234 P2 FSC GG,,MSC,TPG,MEDLOG
1220,UETU7729613,8000149 P8 FSC GE,,MSC,CGSA,MEDLOG
1221,UETU7737840,8000175 P4 FSC GE,,MSC,CGSA,MEDLOG
1222,UETU7928662,8000214 P2 FSC GG,RE-54128,MSC,RE-54128,MEDLOG
1223,UETU8008740,8000233 P1 FSC GG,,MAERKS,TPG,OPACIFIC
1224,UETU8092788,8000215 P1 FSC GG,RE-54392,MSC,RE-54392,MEDLOG
1225,UETU8094646,8000192  P3 FSC GG,,MSC,CGSA,MEDLOG
1226,UETU8170540,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
1227,UETU8170690,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
1228,UETU8185957,8000211 P2 FSC GE,,MAERKS,TPG,OPACIFIC
1229,UETU8465198,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
1230,UETU8517060,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
1231,UETU8541847,ALMIDÓN 5700011000 P1,,MAERKS,CGSA,OPACIFIC
1232,UETU8554000,8000228 P2 FSC GE,,MAERKS,TPG,OPACIFIC
1233,ZCSU6566886,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
1234,ZCSU6610660,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
1235,ZCSU7396470,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
1236,ZCSU7422800,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
1237,ZCSU8745371,8000186 P1 GE KLABIN,,ZIM,CONTECON,CONTECON
